#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:26:42;
8;
TA_SC3_ET1	0	5000	255,0,0;
CO_SC3_ET1	0	5000	0,64,0;
DBS_SC3_ET1	0	5000	0,0,128;
DBE_SC3_ET1	0	5000	128,0,128;
TA_SC4_ET1	0	5000	255,255,0;
CO_SC4_ET1	0	5000	255,128,128;
DBS_SC4_ET1	0	5000	0,255,0;
DBE_SC4_ET1	0	5000	0,0,255;

#!(s);Date;Time;TA_SC3_ET1;CO_SC3_ET1;DBS_SC3_ET1;DBE_SC3_ET1;TA_SC4_ET1;CO_SC4_ET1;DBS_SC4_ET1;DBE_SC4_ET1;
1734055323;13.12.2024;02:02:03;16;0;842;446;18.1;360;774;907;
1734056226;13.12.2024;02:17:06;16;0;893;695;17.7;353;857;677;
1734057129;13.12.2024;02:32:09;15.9;0;958;544;18;353;742;644;
1734058033;13.12.2024;02:47:13;15.9;0;972;378;18;360;792;695;
1734058936;13.12.2024;03:02:16;16;0;857;742;18.1;353;760;774;
1734059839;13.12.2024;03:17:19;15.9;0;875;695;18.1;353;857;760;
1734060742;13.12.2024;03:32:22;15.9;0;925;857;18;360;810;792;
1734061645;13.12.2024;03:47:25;16;0;990;659;18;353;760;842;
1734062549;13.12.2024;04:02:29;16;0;990;742;18.1;353;810;972;
1734063452;13.12.2024;04:17:32;16;0;940;857;18;353;824;810;
1734064355;13.12.2024;04:32:35;15.9;0;893;893;18;360;792;727;
1734065258;13.12.2024;04:47:38;15.9;0;925;511;18;360;792;792;
1734066161;13.12.2024;05:02:41;15.9;0;893;529;18;360;727;677;
1734067064;13.12.2024;05:17:44;15.9;0;810;824;17.9;360;824;511;
1734067968;13.12.2024;05:32:48;16.3;0;925;742;17.8;360;792;659;
1734068871;13.12.2024;05:47:51;16.6;0;1040;842;17.7;353;612;626;
1734069774;13.12.2024;06:02:54;16.6;0;972;907;17.8;360;792;511;
1734070677;13.12.2024;06:17:57;16.6;0;940;742;17.8;360;727;774;
1734071580;13.12.2024;06:33:00;16.6;0;792;511;18;360;810;428;
1734072483;13.12.2024;06:48:03;16.6;0;925;810;17.8;360;857;659;
1734073387;13.12.2024;07:03:07;16;0;958;857;17.8;360;824;497;
1734074290;13.12.2024;07:18:10;15.9;0;972;461;17.8;360;760;677;
1734075193;13.12.2024;07:33:13;15.9;0;990;727;17.8;360;792;446;
1734076096;13.12.2024;07:48:16;15.8;0;972;824;17.9;360;695;810;
1734076999;13.12.2024;08:03:19;17;0;497;659;17.6;368;907;792;
1734077902;13.12.2024;08:18:22;17.1;0;792;331;17.7;376;659;378;
1734078806;13.12.2024;08:33:26;17.1;0;940;907;17.8;376;774;709;
1734079709;13.12.2024;08:48:29;17.1;0;810;842;17.9;376;810;479;
1734080612;13.12.2024;09:03:32;17.1;0;940;727;18;376;727;792;
1734081515;13.12.2024;09:18:35;17;0;958;742;18;376;875;576;
1734082418;13.12.2024;09:33:38;17.2;0;940;810;18;376;810;346;
1734083321;13.12.2024;09:48:41;17.1;0;958;875;18;376;760;709;
1734084225;13.12.2024;10:03:45;17.2;0;990;774;18;376;810;562;
1734085128;13.12.2024;10:18:48;17.1;0;940;742;18;376;842;792;
1734086031;13.12.2024;10:33:51;18.1;0;857;727;19.2;400;875;626;
1734086934;13.12.2024;10:48:54;18.9;0;893;824;19.9;384;842;875;
1734087837;13.12.2024;11:03:57;19.2;0;907;626;19.9;423;774;216;
1734088740;13.12.2024;11:19:00;19.5;0;990;893;20.4;415;842;576;
1734089644;13.12.2024;11:34:04;19.8;0;972;626;20.6;439;824;774;
1734090547;13.12.2024;11:49:07;20.1;0;612;428;20.8;455;842;857;
1734091450;13.12.2024;12:04:10;20.2;0;875;644;20.6;525;875;742;
1734092353;13.12.2024;12:19:13;19.5;0;925;511;19.8;658;774;842;
1734093256;13.12.2024;12:34:16;19.3;0;893;792;19.5;517;742;792;
1734094159;13.12.2024;12:49:19;19.5;0;990;824;20.2;455;824;972;
1734095063;13.12.2024;13:04:23;19.9;0;907;198;20.4;470;824;857;
1734095966;13.12.2024;13:19:26;19.9;0;925;810;21.2;580;695;907;
1734096869;13.12.2024;13:34:29;20.6;0;824;2408;21.8;486;810;940;
1734097772;13.12.2024;13:49:32;20.9;0;940;727;22.2;494;612;727;
1734098675;13.12.2024;14:04:35;21.2;0;972;760;22.4;525;695;940;
1734099578;13.12.2024;14:19:38;21.3;0;958;428;22.5;572;842;1008;
1734100481;13.12.2024;14:34:41;21.6;0;792;562;22.6;666;709;990;
1734101385;13.12.2024;14:49:45;21.7;0;774;626;22.8;737;824;875;
1734102288;13.12.2024;15:04:48;21.7;0;925;742;22.2;784;857;727;
1734103191;13.12.2024;15:19:51;21.2;0;907;626;22.2;753;612;875;
1734104094;13.12.2024;15:34:54;21.4;0;972;479;22.6;792;875;857;
1734104997;13.12.2024;15:49:57;22.1;0;925;774;22.8;776;907;774;
1734105901;13.12.2024;16:05:01;21.2;0;925;644;22.5;784;824;792;
1734106804;13.12.2024;16:20:04;21;0;810;529;22.2;784;842;709;
1734107707;13.12.2024;16:35:07;20.8;0;925;626;22.2;839;824;626;
1734108610;13.12.2024;16:50:10;20.9;0;857;446;21.1;729;824;742;
1734109513;13.12.2024;17:05:13;20.4;0;990;299;20.7;564;742;479;
1734110416;13.12.2024;17:20:16;20;0;972;742;20.4;509;792;461;
1734111320;13.12.2024;17:35:20;19.9;0;940;576;19.7;494;842;792;
1734112223;13.12.2024;17:50:23;19.3;0;907;760;19.7;470;760;727;
1734113126;13.12.2024;18:05:26;19.1;0;907;972;19.5;455;760;958;
1734114029;13.12.2024;18:20:29;18.9;0;842;925;19.3;455;893;893;
1734114933;13.12.2024;18:35:33;18;0;940;1040;19;455;810;907;
1734115836;13.12.2024;18:50:36;17.8;0;925;1008;18.7;455;842;760;
1734116739;13.12.2024;19:05:39;18.6;0;972;792;18.7;447;727;727;
1734117642;13.12.2024;19:20:42;18.5;0;742;677;18.6;439;810;907;
1734118545;13.12.2024;19:35:45;18.5;0;792;842;18.5;431;727;727;
1734119449;13.12.2024;19:50:49;18.4;0;958;644;18.5;439;742;792;
1734120352;13.12.2024;20:05:52;18.3;0;792;695;18.3;439;893;810;
1734121255;13.12.2024;20:20:55;17;0;925;644;18.2;431;842;709;
1734122158;13.12.2024;20:35:58;16.7;0;958;760;18.1;431;742;875;
1734123061;13.12.2024;20:51:01;16.6;0;972;529;18;423;792;544;
1734123964;13.12.2024;21:06:04;16.6;0;907;677;18;423;824;313;
1734124868;13.12.2024;21:21:08;16.4;0;842;594;17.9;423;709;875;
1734125771;13.12.2024;21:36:11;16.5;0;940;774;18;431;727;760;
1734126674;13.12.2024;21:51:14;16.4;0;875;774;18.1;415;742;893;
1734127577;13.12.2024;22:06:17;16.4;0;925;824;17.9;439;727;562;
1734128480;13.12.2024;22:21:20;16.5;0;792;824;17.8;439;857;774;
1734129384;13.12.2024;22:36:24;16.4;0;857;893;17.8;423;824;857;
1734130287;13.12.2024;22:51:27;16.3;0;875;792;17.8;423;709;544;
1734131190;13.12.2024;23:06:30;16.3;0;907;774;17.8;423;810;792;
1734132093;13.12.2024;23:21:33;16.3;0;972;792;17.7;431;857;479;
1734132996;13.12.2024;23:36:36;16.2;0;875;742;17.7;431;774;626;
1734133899;13.12.2024;23:51:39;16;0;907;727;17.7;415;677;695;
1734134802;14.12.2024;00:06:42;16.2;0;857;644;17.7;407;760;824;
1734135705;14.12.2024;00:21:45;16.5;0;857;695;17.7;400;695;659;
1734136609;14.12.2024;00:36:49;16.2;0;875;824;17.7;392;875;263;
1734137512;14.12.2024;00:51:52;16.2;0;990;842;17.6;384;792;727;
1734138415;14.12.2024;01:06:55;16.2;0;893;576;17.6;384;742;742;
1734139318;14.12.2024;01:21:58;16.2;0;925;709;17.5;376;742;792;
1734140221;14.12.2024;01:37:01;16.2;0;925;810;17.5;376;709;760;
1734141124;14.12.2024;01:52:04;17.3;0;940;875;17.6;376;760;857;
1734142027;14.12.2024;02:07:07;16.2;0;857;824;17.5;376;760;742;
1734142931;14.12.2024;02:22:11;16.5;0;940;810;17.5;376;893;792;
1734143834;14.12.2024;02:37:14;16.1;0;925;742;17.5;376;742;709;
1734144737;14.12.2024;02:52:17;16;0;875;810;17.3;376;709;742;
1734145640;14.12.2024;03:07:20;16;0;875;774;17.3;376;824;792;
1734146543;14.12.2024;03:22:23;16.1;0;842;810;17.5;376;842;774;
1734147447;14.12.2024;03:37:27;16;0;925;875;17.5;376;742;576;
1734148350;14.12.2024;03:52:30;16.2;0;940;594;17.3;376;774;727;
1734149253;14.12.2024;04:07:33;16.1;0;907;857;17.5;376;810;727;
1734150156;14.12.2024;04:22:36;16.3;0;893;742;17.4;376;824;842;
1734151059;14.12.2024;04:37:39;16;0;824;727;17.3;376;824;659;
1734151962;14.12.2024;04:52:42;16;0;990;824;17.3;376;810;709;
1734152866;14.12.2024;05:07:46;16;0;907;594;17.3;376;760;727;
1734153769;14.12.2024;05:22:49;16;0;925;774;17.3;368;842;576;
1734154672;14.12.2024;05:37:52;16;0;940;774;17.2;368;792;774;
1734155575;14.12.2024;05:52:55;16;0;972;857;17.2;368;824;893;
1734156478;14.12.2024;06:07:58;16.1;0;875;940;17.3;368;792;907;
1734157382;14.12.2024;06:23:02;16;0;940;792;17.4;368;742;727;
1734158285;14.12.2024;06:38:05;16;0;958;461;17.3;368;824;958;
1734159188;14.12.2024;06:53:08;16.1;0;990;925;17.3;368;695;626;
1734160091;14.12.2024;07:08:11;16.5;0;893;760;17.5;368;810;428;
1734160994;14.12.2024;07:23:14;16;0;972;562;17.3;368;875;760;
1734161897;14.12.2024;07:38:17;16;0;907;810;17.2;368;875;612;
1734162801;14.12.2024;07:53:21;16;0;972;925;17.3;368;774;659;
1734163704;14.12.2024;08:08:24;16;0;907;857;17.3;368;792;727;
1734164607;14.12.2024;08:23:27;15.9;0;893;709;17.2;368;810;792;
1734165510;14.12.2024;08:38:30;16;0;907;857;17.3;376;824;760;
1734166413;14.12.2024;08:53:33;15.9;0;940;842;17.2;376;907;511;
1734167317;14.12.2024;09:08:37;15.9;0;907;760;17.2;376;695;544;
1734168220;14.12.2024;09:23:40;16;0;1008;760;17.2;376;695;497;
1734169123;14.12.2024;09:38:43;16;0;972;626;17.5;376;857;893;
1734170026;14.12.2024;09:53:46;16.1;0;972;677;17.5;384;774;774;
1734170929;14.12.2024;10:08:49;16.3;0;893;760;17.5;376;774;857;
1734171832;14.12.2024;10:23:52;17;0;958;612;17.7;392;677;626;
1734172735;14.12.2024;10:38:55;16.9;0;972;760;17.4;376;824;893;
1734173639;14.12.2024;10:53:59;17;0;940;792;17.5;376;824;644;
1734174542;14.12.2024;11:09:02;16.8;0;907;594;17.3;376;792;857;
1734175445;14.12.2024;11:24:05;16.9;0;893;659;17.3;376;893;644;
1734176348;14.12.2024;11:39:08;17;0;907;792;17.5;376;810;792;
1734177251;14.12.2024;11:54:11;17.1;0;940;925;17.8;376;810;727;
1734178154;14.12.2024;12:09:14;17.3;0;958;792;18.1;392;742;576;
1734179058;14.12.2024;12:24:18;17.3;0;940;925;18;384;727;677;
1734179961;14.12.2024;12:39:21;17.5;0;907;760;18;384;824;824;
1734180864;14.12.2024;12:54:24;17.5;0;824;824;18.1;384;760;792;
1734181767;14.12.2024;13:09:27;17.5;0;810;626;18;376;677;727;
1734182670;14.12.2024;13:24:30;17.5;0;972;695;18;376;760;677;
1734183574;14.12.2024;13:39:34;17.5;0;875;774;18.1;384;727;857;
1734184477;14.12.2024;13:54:37;17.5;0;972;709;18;392;760;594;
1734185380;14.12.2024;14:09:40;17.5;0;857;792;18.1;384;774;612;
1734186283;14.12.2024;14:24:43;17.5;0;972;875;18.1;376;727;709;
1734187186;14.12.2024;14:39:46;17.6;0;810;677;18.1;384;659;857;
1734188090;14.12.2024;14:54:50;17.5;0;875;774;18;384;792;396;
1734188993;14.12.2024;15:09:53;17.6;0;940;727;18.2;392;810;695;
1734189896;14.12.2024;15:24:56;17.7;0;774;907;18.2;400;842;842;
1734190799;14.12.2024;15:39:59;17.6;0;907;774;18.1;400;875;760;
1734191702;14.12.2024;15:55:02;17.7;0;925;695;18.1;400;857;626;
1734192605;14.12.2024;16:10:05;16;0;774;990;17.8;376;727;875;
1734193509;14.12.2024;16:25:09;15.9;0;1008;842;17.7;376;760;875;
1734194412;14.12.2024;16:40:12;15.8;0;907;824;17.7;376;659;907;
1734195315;14.12.2024;16:55:15;15.6;0;774;925;17.6;376;774;925;
1734196218;14.12.2024;17:10:18;15.6;0;907;727;17.5;376;824;824;
1734197121;14.12.2024;17:25:21;15.6;0;972;760;17.5;376;760;792;
1734198025;14.12.2024;17:40:25;15.5;0;824;792;17.4;376;709;709;
1734198928;14.12.2024;17:55:28;15.5;0;990;612;17.5;376;792;497;
1734199831;14.12.2024;18:10:31;15.5;0;875;461;17.5;376;824;727;
1734200734;14.12.2024;18:25:34;15.5;0;857;875;17.5;376;760;842;
1734201637;14.12.2024;18:40:37;15.4;0;875;810;17.4;376;792;742;
1734202540;14.12.2024;18:55:40;15.4;0;842;659;17.3;376;810;792;
1734203444;14.12.2024;19:10:44;15.4;0;958;774;17.3;376;792;792;
1734204347;14.12.2024;19:25:47;15.4;0;857;893;17.2;376;842;824;
1734205250;14.12.2024;19:40:50;15.4;0;907;824;17.3;376;760;626;
1734206153;14.12.2024;19:55:53;15.4;0;659;576;17.6;376;742;659;
1734207056;14.12.2024;20:10:56;15.4;0;972;727;17.3;376;810;792;
1734207959;14.12.2024;20:25:59;15.2;0;958;742;17.2;376;760;810;
1734208863;14.12.2024;20:41:03;15.2;0;925;644;17.2;376;644;824;
1734209766;14.12.2024;20:56:06;15.2;0;958;824;17.2;368;792;824;
1734210669;14.12.2024;21:11:09;15.2;0;940;544;17.2;368;742;857;
1734211572;14.12.2024;21:26:12;15.1;0;940;842;17.1;368;709;792;
1734212475;14.12.2024;21:41:15;15.2;0;875;875;17.2;376;842;677;
1734213378;14.12.2024;21:56:18;15.2;0;940;695;17.1;368;760;792;
1734214282;14.12.2024;22:11:22;15.2;0;1008;774;17.3;376;824;742;
1734215185;14.12.2024;22:26:25;15.1;0;907;562;17.1;376;875;576;
1734216088;14.12.2024;22:41:28;15.1;0;1022;742;17.1;368;695;709;
1734216991;14.12.2024;22:56:31;15.1;0;875;760;17.1;368;824;824;
1734217895;14.12.2024;23:11:35;15.2;0;842;792;17.2;376;760;626;
1734218798;14.12.2024;23:26:38;15.1;0;958;893;17.1;368;792;774;
1734219701;14.12.2024;23:41:41;15.1;0;907;958;17.1;368;875;810;
1734220604;14.12.2024;23:56:44;15.1;0;857;792;17.2;368;875;824;
1734221507;15.12.2024;00:11:47;15.2;0;958;626;17.2;376;810;842;
1734222410;15.12.2024;00:26:50;15.2;0;940;760;17.2;368;824;742;
1734223313;15.12.2024;00:41:53;15.2;0;940;677;17.3;368;792;461;
1734224216;15.12.2024;00:56:56;15.1;0;857;742;17.2;368;742;875;
1734225120;15.12.2024;01:12:00;15.1;0;940;677;17.2;376;727;331;
1734226023;15.12.2024;01:27:03;15.2;0;875;760;17.2;376;824;907;
1734226926;15.12.2024;01:42:06;15.1;0;925;842;17.2;368;742;677;
1734227829;15.12.2024;01:57:09;15.1;0;925;396;17.1;368;612;677;
1734228732;15.12.2024;02:12:12;15.1;0;940;659;17.2;368;727;248;
1734229635;15.12.2024;02:27:15;15.2;0;958;428;17.3;376;842;644;
1734230539;15.12.2024;02:42:19;15.2;0;940;461;17.3;368;727;742;
1734231442;15.12.2024;02:57:22;15.2;0;824;626;17.3;368;644;544;
1734232345;15.12.2024;03:12:25;15.2;0;893;893;17.3;368;857;695;
1734233248;15.12.2024;03:27:28;15.2;0;940;774;17.4;376;727;972;
1734234151;15.12.2024;03:42:31;15.2;0;875;414;17.2;368;857;313;
1734235054;15.12.2024;03:57:34;15.1;0;925;842;17.3;368;742;875;
1734235958;15.12.2024;04:12:38;15.1;0;810;792;17.1;376;875;529;
1734236861;15.12.2024;04:27:41;15.1;0;824;727;17.3;368;774;659;
1734237764;15.12.2024;04:42:44;15.2;0;907;774;17.3;368;742;742;
1734238667;15.12.2024;04:57:47;15.2;0;875;742;17.3;368;857;364;
1734239570;15.12.2024;05:12:50;15.1;0;893;659;17.2;368;760;760;
1734240473;15.12.2024;05:27:53;15.1;0;824;875;17.2;368;792;216;
1734241377;15.12.2024;05:42:57;15.1;0;907;659;17.2;368;810;857;
1734242280;15.12.2024;05:58:00;15.2;0;907;644;17.4;368;695;774;
1734243183;15.12.2024;06:13:03;15.1;0;842;810;17.2;376;875;925;
1734244086;15.12.2024;06:28:06;15.2;0;893;742;17.3;368;446;677;
1734244989;15.12.2024;06:43:09;15.2;0;907;792;17.3;368;824;497;
1734245892;15.12.2024;06:58:12;15.2;0;990;810;17.3;368;857;774;
1734246796;15.12.2024;07:13:16;15.2;0;958;695;17.3;368;792;562;
1734247699;15.12.2024;07:28:19;15.2;0;857;792;17.3;368;875;842;
1734248602;15.12.2024;07:43:22;15.2;0;925;709;17.3;368;810;709;
1734249505;15.12.2024;07:58:25;15.2;0;972;875;17.2;368;727;727;
1734250408;15.12.2024;08:13:28;15.2;0;893;695;17.2;368;842;644;
1734251311;15.12.2024;08:28:31;15.1;0;958;659;17.2;368;612;727;
1734252215;15.12.2024;08:43:35;15.1;0;893;428;17.2;368;742;857;
1734253118;15.12.2024;08:58:38;15.1;0;907;760;17.1;368;644;824;
1734254021;15.12.2024;09:13:41;15.2;0;893;760;17.2;368;824;446;
1734254924;15.12.2024;09:28:44;15.1;0;893;709;17.2;368;742;576;
1734255827;15.12.2024;09:43:47;15.2;0;907;742;17.2;368;842;709;
1734256730;15.12.2024;09:58:50;15.4;0;972;925;17.4;368;760;810;
1734257633;15.12.2024;10:13:53;15.5;0;857;562;17.3;360;842;893;
1734258537;15.12.2024;10:28:57;15.6;0;810;742;17.5;368;792;742;
1734259440;15.12.2024;10:44:00;15.7;0;925;810;17.3;368;824;742;
1734260343;15.12.2024;10:59:03;15.9;0;893;824;17.6;368;810;792;
1734261246;15.12.2024;11:14:06;15.9;0;958;461;17.5;368;695;760;
1734262149;15.12.2024;11:29:09;15.9;0;792;857;17.6;368;774;907;
1734263053;15.12.2024;11:44:13;16;0;958;709;17.5;360;842;346;
1734263956;15.12.2024;11:59:16;15.9;0;875;742;17.6;368;824;677;
1734264859;15.12.2024;12:14:19;15.9;0;857;774;17.7;360;810;562;
1734265762;15.12.2024;12:29:22;15.9;0;907;428;17.7;368;857;842;
1734266666;15.12.2024;12:44:26;15.8;0;925;742;17.7;360;792;774;
1734267569;15.12.2024;12:59:29;15.8;0;990;875;17.7;368;774;792;
1734268472;15.12.2024;13:14:32;15.9;0;925;875;17.8;368;544;428;
1734269375;15.12.2024;13:29:35;15.8;0;958;727;17.6;368;810;727;
1734270279;15.12.2024;13:44:39;15.8;0;925;760;17.7;360;810;824;
1734271182;15.12.2024;13:59:42;15.9;0;925;594;17.8;368;875;659;
1734272085;15.12.2024;14:14:45;15.9;0;875;760;18;360;810;893;
1734272988;15.12.2024;14:29:48;15.8;0;940;594;17.7;360;824;626;
1734273891;15.12.2024;14:44:51;15.7;0;659;695;17.6;368;774;742;
1734274794;15.12.2024;14:59:54;15.8;0;893;875;17.7;368;727;742;
1734275698;15.12.2024;15:14:58;15.7;0;972;824;17.7;360;893;346;
1734276601;15.12.2024;15:30:01;15.9;0;990;612;17.8;368;810;594;
1734277504;15.12.2024;15:45:04;15.7;0;925;792;17.6;368;727;842;
1734278407;15.12.2024;16:00:07;15.8;0;958;677;17.7;360;810;529;
1734279310;15.12.2024;16:15:10;15.8;0;857;842;17.7;360;810;695;
1734280214;15.12.2024;16:30:14;15.8;0;907;940;17.7;368;810;958;
1734281117;15.12.2024;16:45:17;15.8;0;774;810;17.7;368;774;940;
1734282020;15.12.2024;17:00:20;15.7;0;842;810;17.7;368;612;857;
1734282923;15.12.2024;17:15:23;15.6;0;940;842;17.5;368;774;576;
1734283826;15.12.2024;17:30:26;15.6;0;893;659;17.6;368;842;299;
1734284730;15.12.2024;17:45:30;15.4;0;842;774;17.4;368;824;760;
1734285633;15.12.2024;18:00:33;15.5;0;958;644;17.4;368;810;644;
1734286536;15.12.2024;18:15:36;15.6;0;695;792;17.5;368;760;544;
1734287439;15.12.2024;18:30:39;15.4;0;958;842;17.2;368;742;709;
1734288342;15.12.2024;18:45:42;15.4;0;907;774;17.3;360;857;824;
1734289246;15.12.2024;19:00:46;15.4;0;990;824;17.3;368;824;644;
1734290149;15.12.2024;19:15:49;15.3;0;907;842;17.2;368;824;644;
1734291052;15.12.2024;19:30:52;15.2;0;958;727;17.2;368;742;644;
1734291955;15.12.2024;19:45:55;15.2;0;875;709;17.1;368;659;842;
1734292858;15.12.2024;20:00:58;15.2;0;893;875;17.2;368;810;562;
1734293762;15.12.2024;20:16:02;15.1;0;990;857;17.2;368;842;875;
1734294665;15.12.2024;20:31:05;15.1;0;792;774;17.1;368;810;695;
1734295568;15.12.2024;20:46:08;15.2;0;677;346;17.3;368;774;727;
1734296471;15.12.2024;21:01:11;15.2;0;875;774;17.2;368;576;626;
1734297374;15.12.2024;21:16:14;15.2;0;907;742;17.2;368;760;857;
1734298277;15.12.2024;21:31:17;15.2;0;972;792;17.3;368;709;940;
1734299181;15.12.2024;21:46:21;15.1;0;972;810;17.2;376;742;760;
1734300084;15.12.2024;22:01:24;15.2;0;875;760;17.2;368;742;824;
1734300987;15.12.2024;22:16:27;15.1;0;958;907;17.1;376;857;857;
1734301890;15.12.2024;22:31:30;15.1;0;893;925;17;368;612;659;
1734302793;15.12.2024;22:46:33;15.2;0;925;842;17.2;368;842;792;
1734303697;15.12.2024;23:01:37;15.1;0;857;857;17.1;368;824;644;
1734304600;15.12.2024;23:16:40;15.1;0;958;857;17.1;368;842;842;
1734305503;15.12.2024;23:31:43;15.1;0;893;709;17.1;368;727;893;
1734306406;15.12.2024;23:46:46;15.1;0;875;792;17.1;376;857;875;
1734307309;16.12.2024;00:01:49;15.1;0;824;824;17.2;368;810;742;
1734308212;16.12.2024;00:16:52;15.1;0;810;857;17.1;368;792;893;
1734309116;16.12.2024;00:31:56;15.1;0;842;810;17.1;368;792;742;
1734310019;16.12.2024;00:46:59;15.1;0;958;875;17.1;368;742;479;
1734310922;16.12.2024;01:02:02;15.1;0;925;198;17.3;376;774;774;
1734311825;16.12.2024;01:17:05;15.2;0;958;907;17.2;368;792;842;
1734312728;16.12.2024;01:32:08;15.1;0;972;760;17.4;368;727;677;
1734313631;16.12.2024;01:47:11;15.1;0;940;760;17;368;792;760;
1734314534;16.12.2024;02:02:14;15.1;0;774;842;17.2;376;742;760;
1734315438;16.12.2024;02:17:18;15.4;0;857;857;17.3;376;760;810;
1734316341;16.12.2024;02:32:21;15.4;0;958;774;17.5;368;842;594;
1734317244;16.12.2024;02:47:24;15.2;0;925;774;17.3;368;810;875;
1734318147;16.12.2024;03:02:27;15.1;0;857;792;17.2;376;824;263;
1734319050;16.12.2024;03:17:30;15.2;0;907;709;17.3;368;792;810;
1734319953;16.12.2024;03:32:33;15.4;0;907;972;17.4;376;659;594;
1734320857;16.12.2024;03:47:37;15.5;0;958;824;17.6;368;842;810;
1734321760;16.12.2024;04:02:40;15.5;0;857;727;17.7;368;875;659;
1734322663;16.12.2024;04:17:43;15.6;0;990;461;17.8;368;842;875;
1734323566;16.12.2024;04:32:46;15.5;0;893;857;17.7;376;709;446;
1734324469;16.12.2024;04:47:49;15.5;0;907;774;17.7;376;659;576;
1734325372;16.12.2024;05:02:52;15.5;0;958;709;17.6;376;857;544;
1734326276;16.12.2024;05:17:56;15.5;0;907;842;17.6;376;893;875;
1734327179;16.12.2024;05:32:59;15.5;0;1008;792;17.7;376;760;428;
1734328082;16.12.2024;05:48:02;15.6;0;842;760;18.3;376;925;907;
1734328985;16.12.2024;06:03:05;15.5;0;907;727;18.3;368;742;742;
1734329888;16.12.2024;06:18:08;15.5;0;925;940;18.5;368;774;810;
1734330792;16.12.2024;06:33:12;15.4;0;842;925;18.2;368;824;792;
1734331695;16.12.2024;06:48:15;15.4;0;907;857;18.2;368;857;810;
1734332598;16.12.2024;07:03:18;15.4;0;925;842;18.1;368;709;842;
1734333501;16.12.2024;07:18:21;15.4;0;893;810;18.2;368;810;760;
1734334404;16.12.2024;07:33:24;15.5;0;925;742;18.2;368;893;824;
1734335308;16.12.2024;07:48:28;15.4;0;958;842;18.2;376;727;576;
1734336211;16.12.2024;08:03:31;17.3;0;893;544;18.5;376;760;364;
1734337114;16.12.2024;08:18:34;17.1;0;824;709;18;384;810;497;
1734338018;16.12.2024;08:33:38;17.4;0;907;774;17.8;431;842;810;
1734338921;16.12.2024;08:48:41;17.5;0;958;742;17.7;470;727;742;
1734339824;16.12.2024;09:03:44;17.7;0;925;709;17.7;494;940;792;
1734340727;16.12.2024;09:18:47;17.8;0;810;644;17.8;509;824;760;
1734341630;16.12.2024;09:33:50;18.6;0;990;709;18.3;439;842;875;
1734342534;16.12.2024;09:48:54;18;0;907;774;18.6;502;742;824;
1734343437;16.12.2024;10:03:57;18.1;0;958;810;18.2;517;742;792;
1734344340;16.12.2024;10:19:00;18.2;0;990;677;18.2;533;727;626;
1734345243;16.12.2024;10:34:03;18.2;0;842;612;18.2;541;727;958;
1734346146;16.12.2024;10:49:06;18.2;0;925;727;18.2;549;842;842;
1734347049;16.12.2024;11:04:09;18.3;0;842;659;18.2;549;760;760;
1734347953;16.12.2024;11:19:13;18.2;0;925;677;18.2;564;760;677;
1734348856;16.12.2024;11:34:16;19.1;0;893;659;18.1;470;824;760;
1734349759;16.12.2024;11:49:19;18.8;0;958;792;18.4;407;774;446;
1734350662;16.12.2024;12:04:22;18.7;0;1008;774;18.4;431;824;115;
1734351565;16.12.2024;12:19:25;18.7;0;925;774;18.6;400;727;461;
1734352468;16.12.2024;12:34:28;18.5;0;1022;529;18.7;423;727;925;
1734353372;16.12.2024;12:49:32;18.7;0;727;626;19.1;541;857;695;
1734354275;16.12.2024;13:04:35;18.8;0;875;644;19.9;604;824;893;
1734355178;16.12.2024;13:19:38;18.8;0;1055;792;19.9;604;824;346;
1734356081;16.12.2024;13:34:41;18.9;0;875;626;20.2;651;695;562;
1734356984;16.12.2024;13:49:44;18.9;0;810;461;20.4;643;760;166;
1734357887;16.12.2024;14:04:47;19.1;0;875;677;20.3;619;842;810;
1734358790;16.12.2024;14:19:50;19.2;0;857;612;20.4;604;594;414;
1734359694;16.12.2024;14:34:54;19.2;0;875;742;20.5;572;727;824;
1734360597;16.12.2024;14:49:57;19.2;0;907;511;20.3;619;774;792;
1734361500;16.12.2024;15:05:00;19.2;0;875;644;20.5;604;857;893;
1734362403;16.12.2024;15:20:03;19.2;0;958;727;20.4;611;774;842;
1734363306;16.12.2024;15:35:06;19.2;0;875;727;20.2;627;727;774;
1734364209;16.12.2024;15:50:09;19.2;0;940;695;20.3;666;709;857;
1734365112;16.12.2024;16:05:12;19.2;0;958;709;20.3;627;792;677;
1734366016;16.12.2024;16:20:16;19.2;0;907;396;20.2;604;842;760;
1734366919;16.12.2024;16:35:19;19.2;0;907;792;20.4;596;810;612;
1734367822;16.12.2024;16:50:22;19.2;0;925;331;20.2;611;842;461;
1734368725;16.12.2024;17:05:25;19.2;0;842;774;20.2;588;824;940;
1734369628;16.12.2024;17:20:28;19.2;0;709;824;20.2;580;842;709;
1734370531;16.12.2024;17:35:31;19.1;0;842;760;20.3;604;810;857;
1734371435;16.12.2024;17:50:35;19;0;940;612;20.2;604;709;774;
1734372338;16.12.2024;18:05:38;19;0;972;727;20.2;580;810;990;
1734373241;16.12.2024;18:20:41;19;0;875;497;20.1;564;893;428;
